ingredient,predicate,disease,pmid,year,pubmed_url,title
high fructose corn syrup,risk_factor_for,cardiovascular diseases,35156213,2022,https://pubmed.ncbi.nlm.nih.gov/35156213/,pathological involvement of apoptotic and inflammatory molecules in cardiovascular remodeling in rats on high fructose diet-induced metabolic syndrome.
high fructose corn syrup,risk_factor_for,metabolic syndrome,35156213,2022,https://pubmed.ncbi.nlm.nih.gov/35156213/,pathological involvement of apoptotic and inflammatory molecules in cardiovascular remodeling in rats on high fructose diet-induced metabolic syndrome.
high fructose corn syrup,risk_factor_for,cardiovascular disease,35156213,2022,https://pubmed.ncbi.nlm.nih.gov/35156213/,pathological involvement of apoptotic and inflammatory molecules in cardiovascular remodeling in rats on high fructose diet-induced metabolic syndrome.
high fructose corn syrup,risk_factor_for,diabetes,35156213,2022,https://pubmed.ncbi.nlm.nih.gov/35156213/,pathological involvement of apoptotic and inflammatory molecules in cardiovascular remodeling in rats on high fructose diet-induced metabolic syndrome.
corn syrup,risk_factor_for,obesity,37593210,2023,https://pubmed.ncbi.nlm.nih.gov/37593210/,effects of natural alternative sweeteners on metabolic diseases.
corn syrup,risk_factor_for,insulin resistance,37593210,2023,https://pubmed.ncbi.nlm.nih.gov/37593210/,effects of natural alternative sweeteners on metabolic diseases.
corn syrup,risk_factor_for,diabetes,37593210,2023,https://pubmed.ncbi.nlm.nih.gov/37593210/,effects of natural alternative sweeteners on metabolic diseases.
glucose,risk_factor_for,liver disease,41378068,2025,https://pubmed.ncbi.nlm.nih.gov/41378068/,"quick glance at 'metabolic dysfunction associated steatotic liver disease' therapeutics: targets, trials, and trends."
glucose,risk_factor_for,diabetes,41378068,2025,https://pubmed.ncbi.nlm.nih.gov/41378068/,"quick glance at 'metabolic dysfunction associated steatotic liver disease' therapeutics: targets, trials, and trends."
glucose,risk_factor_for,cardiovascular disease,41378068,2025,https://pubmed.ncbi.nlm.nih.gov/41378068/,"quick glance at 'metabolic dysfunction associated steatotic liver disease' therapeutics: targets, trials, and trends."
glucose,risk_factor_for,type 2 diabetes,41378068,2025,https://pubmed.ncbi.nlm.nih.gov/41378068/,"quick glance at 'metabolic dysfunction associated steatotic liver disease' therapeutics: targets, trials, and trends."
glucose,risk_factor_for,insulin resistance,41378068,2025,https://pubmed.ncbi.nlm.nih.gov/41378068/,"quick glance at 'metabolic dysfunction associated steatotic liver disease' therapeutics: targets, trials, and trends."
lactose,risk_factor_for,lactose intolerance,40940086,2025,https://pubmed.ncbi.nlm.nih.gov/40940086/,current research on plant-based milk alternatives and impact on health.
lactose,risk_factor_for,allergy,40940086,2025,https://pubmed.ncbi.nlm.nih.gov/40940086/,current research on plant-based milk alternatives and impact on health.
lactose,risk_factor_for,cardiovascular disease,40940086,2025,https://pubmed.ncbi.nlm.nih.gov/40940086/,current research on plant-based milk alternatives and impact on health.
lactose,risk_factor_for,diabetes,40940086,2025,https://pubmed.ncbi.nlm.nih.gov/40940086/,current research on plant-based milk alternatives and impact on health.
glucose,risk_factor_for,obesity,41377490,2025,https://pubmed.ncbi.nlm.nih.gov/41377490/,"effects of diets containing beef compared with poultry on pancreatic β-cell function and other cardiometabolic health indicators in males and females with prediabetes: a randomized, crossover trial."
glucose,risk_factor_for,overweight,41377490,2025,https://pubmed.ncbi.nlm.nih.gov/41377490/,"effects of diets containing beef compared with poultry on pancreatic β-cell function and other cardiometabolic health indicators in males and females with prediabetes: a randomized, crossover trial."
glucose,risk_factor_for,diabetes,41377490,2025,https://pubmed.ncbi.nlm.nih.gov/41377490/,"effects of diets containing beef compared with poultry on pancreatic β-cell function and other cardiometabolic health indicators in males and females with prediabetes: a randomized, crossover trial."
glucose,risk_factor_for,type 2 diabetes,41377490,2025,https://pubmed.ncbi.nlm.nih.gov/41377490/,"effects of diets containing beef compared with poultry on pancreatic β-cell function and other cardiometabolic health indicators in males and females with prediabetes: a randomized, crossover trial."
glucose,risk_factor_for,type 2 diabetes,41377793,2025,https://pubmed.ncbi.nlm.nih.gov/41377793/,empagliflozin-induced liver injury.
glucose,risk_factor_for,liver disease,41377793,2025,https://pubmed.ncbi.nlm.nih.gov/41377793/,empagliflozin-induced liver injury.
glucose,risk_factor_for,diabetes,41377793,2025,https://pubmed.ncbi.nlm.nih.gov/41377793/,empagliflozin-induced liver injury.
glucose,risk_factor_for,diabetes mellitus,41377946,2025,https://pubmed.ncbi.nlm.nih.gov/41377946/,association between the triglyceride-glucose index and carotid plaque progression in patients with type 2 diabetes mellitus: a retrospective cohort study.
glucose,risk_factor_for,type 2,41377946,2025,https://pubmed.ncbi.nlm.nih.gov/41377946/,association between the triglyceride-glucose index and carotid plaque progression in patients with type 2 diabetes mellitus: a retrospective cohort study.
glucose,risk_factor_for,diabetes,41377946,2025,https://pubmed.ncbi.nlm.nih.gov/41377946/,association between the triglyceride-glucose index and carotid plaque progression in patients with type 2 diabetes mellitus: a retrospective cohort study.
glucose,risk_factor_for,type 2 diabetes,41377946,2025,https://pubmed.ncbi.nlm.nih.gov/41377946/,association between the triglyceride-glucose index and carotid plaque progression in patients with type 2 diabetes mellitus: a retrospective cohort study.
glucose,risk_factor_for,insulin resistance,41377946,2025,https://pubmed.ncbi.nlm.nih.gov/41377946/,association between the triglyceride-glucose index and carotid plaque progression in patients with type 2 diabetes mellitus: a retrospective cohort study.
glucose,risk_factor_for,diabetes mellitus,41377947,2025,https://pubmed.ncbi.nlm.nih.gov/41377947/,exploring the relationship of triglyceride to high-density lipoprotein cholesterol and the triglyceride-glucose index with white matter hyperintensities in individuals with type 2 diabetes: a cross-sectional analysis.
glucose,risk_factor_for,type 2,41377947,2025,https://pubmed.ncbi.nlm.nih.gov/41377947/,exploring the relationship of triglyceride to high-density lipoprotein cholesterol and the triglyceride-glucose index with white matter hyperintensities in individuals with type 2 diabetes: a cross-sectional analysis.
glucose,risk_factor_for,diabetes,41377947,2025,https://pubmed.ncbi.nlm.nih.gov/41377947/,exploring the relationship of triglyceride to high-density lipoprotein cholesterol and the triglyceride-glucose index with white matter hyperintensities in individuals with type 2 diabetes: a cross-sectional analysis.
glucose,risk_factor_for,blood pressure,41377947,2025,https://pubmed.ncbi.nlm.nih.gov/41377947/,exploring the relationship of triglyceride to high-density lipoprotein cholesterol and the triglyceride-glucose index with white matter hyperintensities in individuals with type 2 diabetes: a cross-sectional analysis.
glucose,risk_factor_for,type 2 diabetes,41377947,2025,https://pubmed.ncbi.nlm.nih.gov/41377947/,exploring the relationship of triglyceride to high-density lipoprotein cholesterol and the triglyceride-glucose index with white matter hyperintensities in individuals with type 2 diabetes: a cross-sectional analysis.
glucose,risk_factor_for,insulin resistance,41377947,2025,https://pubmed.ncbi.nlm.nih.gov/41377947/,exploring the relationship of triglyceride to high-density lipoprotein cholesterol and the triglyceride-glucose index with white matter hyperintensities in individuals with type 2 diabetes: a cross-sectional analysis.
beef,risk_factor_for,obesity,41377490,2025,https://pubmed.ncbi.nlm.nih.gov/41377490/,"effects of diets containing beef compared with poultry on pancreatic β-cell function and other cardiometabolic health indicators in males and females with prediabetes: a randomized, crossover trial."
beef,risk_factor_for,overweight,41377490,2025,https://pubmed.ncbi.nlm.nih.gov/41377490/,"effects of diets containing beef compared with poultry on pancreatic β-cell function and other cardiometabolic health indicators in males and females with prediabetes: a randomized, crossover trial."
beef,risk_factor_for,diabetes,41377490,2025,https://pubmed.ncbi.nlm.nih.gov/41377490/,"effects of diets containing beef compared with poultry on pancreatic β-cell function and other cardiometabolic health indicators in males and females with prediabetes: a randomized, crossover trial."
beef,risk_factor_for,type 2 diabetes,41377490,2025,https://pubmed.ncbi.nlm.nih.gov/41377490/,"effects of diets containing beef compared with poultry on pancreatic β-cell function and other cardiometabolic health indicators in males and females with prediabetes: a randomized, crossover trial."
glucose,risk_factor_for,heart disease,41378319,2025,https://pubmed.ncbi.nlm.nih.gov/41378319/,nonlinear association between glycemic markers and incident cardio‑renal‑metabolic multimorbidity: two decades of follow‑up in the tehran lipid and glucose study.
glucose,risk_factor_for,diabetes mellitus,41378319,2025,https://pubmed.ncbi.nlm.nih.gov/41378319/,nonlinear association between glycemic markers and incident cardio‑renal‑metabolic multimorbidity: two decades of follow‑up in the tehran lipid and glucose study.
glucose,risk_factor_for,kidney disease,41378319,2025,https://pubmed.ncbi.nlm.nih.gov/41378319/,nonlinear association between glycemic markers and incident cardio‑renal‑metabolic multimorbidity: two decades of follow‑up in the tehran lipid and glucose study.
glucose,risk_factor_for,coronary heart disease,41378319,2025,https://pubmed.ncbi.nlm.nih.gov/41378319/,nonlinear association between glycemic markers and incident cardio‑renal‑metabolic multimorbidity: two decades of follow‑up in the tehran lipid and glucose study.
glucose,risk_factor_for,stroke,41378319,2025,https://pubmed.ncbi.nlm.nih.gov/41378319/,nonlinear association between glycemic markers and incident cardio‑renal‑metabolic multimorbidity: two decades of follow‑up in the tehran lipid and glucose study.
glucose,risk_factor_for,diabetes,41378319,2025,https://pubmed.ncbi.nlm.nih.gov/41378319/,nonlinear association between glycemic markers and incident cardio‑renal‑metabolic multimorbidity: two decades of follow‑up in the tehran lipid and glucose study.
glucose,risk_factor_for,cardiovascular disease,41378319,2025,https://pubmed.ncbi.nlm.nih.gov/41378319/,nonlinear association between glycemic markers and incident cardio‑renal‑metabolic multimorbidity: two decades of follow‑up in the tehran lipid and glucose study.
glucose,risk_factor_for,type 2 diabetes,41378319,2025,https://pubmed.ncbi.nlm.nih.gov/41378319/,nonlinear association between glycemic markers and incident cardio‑renal‑metabolic multimorbidity: two decades of follow‑up in the tehran lipid and glucose study.
glucose,risk_factor_for,insulin resistance,41378319,2025,https://pubmed.ncbi.nlm.nih.gov/41378319/,nonlinear association between glycemic markers and incident cardio‑renal‑metabolic multimorbidity: two decades of follow‑up in the tehran lipid and glucose study.
glucose,risk_factor_for,chronic kidney disease,41378319,2025,https://pubmed.ncbi.nlm.nih.gov/41378319/,nonlinear association between glycemic markers and incident cardio‑renal‑metabolic multimorbidity: two decades of follow‑up in the tehran lipid and glucose study.
beef,risk_factor_for,diabetes,41235057,2025,https://pubmed.ncbi.nlm.nih.gov/41235057/,"red meat vs. white meat: a comparative analysis of histological characteristics, nutritional profiles, and health implications."
beef,risk_factor_for,colorectal cancer,41235057,2025,https://pubmed.ncbi.nlm.nih.gov/41235057/,"red meat vs. white meat: a comparative analysis of histological characteristics, nutritional profiles, and health implications."
beef,risk_factor_for,cardiovascular disease,41235057,2025,https://pubmed.ncbi.nlm.nih.gov/41235057/,"red meat vs. white meat: a comparative analysis of histological characteristics, nutritional profiles, and health implications."
beef,risk_factor_for,type 2 diabetes,41235057,2025,https://pubmed.ncbi.nlm.nih.gov/41235057/,"red meat vs. white meat: a comparative analysis of histological characteristics, nutritional profiles, and health implications."
beef,risk_factor_for,obesity,40699617,2025,https://pubmed.ncbi.nlm.nih.gov/40699617/,"adipocytokine protein expression from visceral fat differs significantly based on diet, sex, and age in c3h/hej mice fed long-term, high-fat diets, ± ammonium-hydroxide-supplemented dietary protein."
beef,risk_factor_for,diabetes,40699617,2025,https://pubmed.ncbi.nlm.nih.gov/40699617/,"adipocytokine protein expression from visceral fat differs significantly based on diet, sex, and age in c3h/hej mice fed long-term, high-fat diets, ± ammonium-hydroxide-supplemented dietary protein."
beef,risk_factor_for,cardiovascular disease,40699617,2025,https://pubmed.ncbi.nlm.nih.gov/40699617/,"adipocytokine protein expression from visceral fat differs significantly based on diet, sex, and age in c3h/hej mice fed long-term, high-fat diets, ± ammonium-hydroxide-supplemented dietary protein."
beef,risk_factor_for,type 2 diabetes,40699617,2025,https://pubmed.ncbi.nlm.nih.gov/40699617/,"adipocytokine protein expression from visceral fat differs significantly based on diet, sex, and age in c3h/hej mice fed long-term, high-fat diets, ± ammonium-hydroxide-supplemented dietary protein."
glucose,risk_factor_for,type 2 diabetes,41379387,2025,https://pubmed.ncbi.nlm.nih.gov/41379387/,ferroptosis-related proteins alox15 and hmox1 are upregulated and associated with inflammation in patients with diabetic nephropathy: a prospective cross-sectional study.
glucose,risk_factor_for,diabetes mellitus,41379387,2025,https://pubmed.ncbi.nlm.nih.gov/41379387/,ferroptosis-related proteins alox15 and hmox1 are upregulated and associated with inflammation in patients with diabetic nephropathy: a prospective cross-sectional study.
